"","text_id","lemma","n_tokens","year","genre","subgenre","word_count","random_id"
"26152",5250017,"define",0,2018,"FIC","FIC_Fan_Fiction",3072,59
"26153",5250018,"define",0,2018,"FIC","FIC_Fan_Fiction",3761,45
"26154",5250019,"define",0,2018,"FIC","FIC_Fan_Fiction",3051,6
"26155",5250020,"define",0,2018,"FIC","FIC_Fan_Fiction",2884,86
"26156",5250021,"define",0,2018,"FIC","FIC_Fan_Fiction",3554,5
"26157",5250022,"define",0,2018,"FIC","FIC_Fan_Fiction",2707,18
"26158",5250023,"define",0,2018,"FIC","FIC_Fan_Fiction",4191,49
"26159",5250024,"define",0,2018,"FIC","FIC_Fan_Fiction",2466,53
"26160",5250025,"define",0,2018,"FIC","FIC_Fan_Fiction",2898,42
"26161",5250026,"define",0,2018,"FIC","FIC_Fan_Fiction",2931,13
"26162",5250027,"define",0,2018,"FIC","FIC_Fan_Fiction",5183,33
"26163",5250028,"define",0,2018,"FIC","FIC_Fan_Fiction",5538,90
"26164",5250029,"define",0,2018,"FIC","FIC_Fan_Fiction",2809,98
"26165",5250030,"define",0,2018,"FIC","FIC_Fan_Fiction",3057,47
"26166",5250031,"define",0,2018,"FIC","FIC_Fan_Fiction",3342,80
"26167",5250032,"define",0,2018,"FIC","FIC_Fan_Fiction",2950,50
"26168",5250033,"define",0,2018,"FIC","FIC_Fan_Fiction",3980,48
"26169",5250034,"define",0,2018,"FIC","FIC_Fan_Fiction",3631,83
"26170",5250035,"define",0,2018,"FIC","FIC_Fan_Fiction",2955,23
"26171",5250036,"define",0,2018,"FIC","FIC_Fan_Fiction",5867,60
"26172",5250037,"define",0,2018,"FIC","FIC_Fan_Fiction",3098,96
"26173",5250038,"define",0,2018,"FIC","FIC_Fan_Fiction",3043,97
"26175",5250040,"define",0,2018,"FIC","FIC_Fan_Fiction",3072,31
"26176",5250041,"define",0,2018,"FIC","FIC_Fan_Fiction",2540,20
"26177",5250042,"define",0,2018,"FIC","FIC_Fan_Fiction",3226,94
"26178",5250043,"define",0,2018,"FIC","FIC_Fan_Fiction",3247,46
"26179",5250044,"define",0,2018,"FIC","FIC_Fan_Fiction",2900,88
"26180",5250045,"define",0,2018,"FIC","FIC_Fan_Fiction",5015,70
"26181",5250046,"define",0,2018,"FIC","FIC_Fan_Fiction",3045,19
"26182",5250047,"define",0,2018,"FIC","FIC_Fan_Fiction",3060,27
"26183",5250048,"define",0,2018,"FIC","FIC_Fan_Fiction",4063,71
"26184",5250049,"define",0,2018,"FIC","FIC_Fan_Fiction",2715,43
"26185",5250050,"define",0,2018,"FIC","FIC_Fan_Fiction",3669,14
"26186",5250051,"define",0,2018,"FIC","FIC_Fan_Fiction",3376,52
"26187",5250052,"define",0,2018,"FIC","FIC_Fan_Fiction",4468,95
"26188",5250053,"define",0,2018,"FIC","FIC_Fan_Fiction",5812,87
"26189",5250054,"define",0,2018,"FIC","FIC_Fan_Fiction",4929,30
"26190",5250055,"define",0,2018,"FIC","FIC_Fan_Fiction",4883,93
"26191",5250056,"define",0,2018,"FIC","FIC_Fan_Fiction",2698,16
"26192",5250057,"define",0,2018,"FIC","FIC_Fan_Fiction",3563,21
"26193",5250058,"define",0,2018,"FIC","FIC_Fan_Fiction",3085,10
"26194",5250059,"define",0,2018,"FIC","FIC_Fan_Fiction",2935,54
"26195",5250060,"define",0,2018,"FIC","FIC_Fan_Fiction",2595,9
"26196",5250061,"define",0,2018,"FIC","FIC_Fan_Fiction",3375,57
"26197",5250062,"define",0,2018,"FIC","FIC_Fan_Fiction",4075,74
"26198",5250063,"define",0,2018,"FIC","FIC_Fan_Fiction",3976,66
"26199",5250064,"define",0,2018,"FIC","FIC_Fan_Fiction",5844,77
"26200",5250065,"define",0,2018,"FIC","FIC_Fan_Fiction",2455,22
"26201",5250066,"define",0,2018,"FIC","FIC_Fan_Fiction",2755,98
"26202",5250067,"define",0,2018,"FIC","FIC_Fan_Fiction",2503,86
"26203",5250068,"define",0,2018,"FIC","FIC_Fan_Fiction",3430,24
"26204",5250069,"define",0,2018,"FIC","FIC_Fan_Fiction",2647,73
"26205",5250070,"define",0,2018,"FIC","FIC_Fan_Fiction",2510,30
"26206",5250071,"define",0,2018,"FIC","FIC_Fan_Fiction",2603,54
"26207",5250072,"define",0,2018,"FIC","FIC_Fan_Fiction",5013,67
"26208",5250073,"define",0,2018,"FIC","FIC_Fan_Fiction",2759,75
"26209",5250074,"define",0,2018,"FIC","FIC_Fan_Fiction",2385,94
"26210",5250075,"define",0,2018,"FIC","FIC_Fan_Fiction",4088,57
"26211",5250076,"define",0,2018,"FIC","FIC_Fan_Fiction",3413,17
"26212",5250077,"define",0,2018,"FIC","FIC_Fan_Fiction",5038,13
"26213",5250078,"define",0,2018,"FIC","FIC_Fan_Fiction",2604,52
"26214",5250079,"define",0,2018,"FIC","FIC_Fan_Fiction",4653,65
"26215",5250080,"define",0,2018,"FIC","FIC_Fan_Fiction",4569,47
"26216",5250081,"define",0,2018,"FIC","FIC_Fan_Fiction",4210,33
"26217",5250082,"define",0,2018,"FIC","FIC_Fan_Fiction",4040,100
"26218",5250083,"define",0,2018,"FIC","FIC_Fan_Fiction",5659,61
"26219",5250084,"define",0,2018,"FIC","FIC_Fan_Fiction",2923,78
"26220",5250085,"define",0,2018,"FIC","FIC_Fan_Fiction",2463,2
"26221",5250086,"define",0,2018,"FIC","FIC_Fan_Fiction",2743,4
"26222",5250087,"define",0,2018,"FIC","FIC_Fan_Fiction",3111,80
"26223",5250088,"define",0,2018,"FIC","FIC_Fan_Fiction",3142,99
"26224",5250089,"define",0,2018,"FIC","FIC_Fan_Fiction",3042,81
"26225",5250090,"define",0,2018,"FIC","FIC_Fan_Fiction",2782,27
"26226",5250091,"define",0,2018,"FIC","FIC_Fan_Fiction",5863,95
"26227",5250092,"define",0,2018,"FIC","FIC_Fan_Fiction",3355,77
"26228",5250093,"define",0,2018,"FIC","FIC_Fan_Fiction",4649,74
"26229",5250094,"define",0,2018,"FIC","FIC_Fan_Fiction",3831,15
"26230",5250095,"define",0,2018,"FIC","FIC_Fan_Fiction",3459,76
"26231",5250096,"define",0,2018,"FIC","FIC_Fan_Fiction",3006,70
"26232",5250097,"define",0,2018,"FIC","FIC_Fan_Fiction",2594,72
"26233",5250098,"define",0,2018,"FIC","FIC_Fan_Fiction",5239,83
"26234",5250099,"define",0,2018,"FIC","FIC_Fan_Fiction",5023,87
"26235",5250100,"define",0,2018,"FIC","FIC_Fan_Fiction",5460,12
"26236",5250101,"define",0,2018,"FIC","FIC_Fan_Fiction",2833,97
"26237",5250102,"define",0,2018,"FIC","FIC_Fan_Fiction",5804,40
"26238",5250103,"define",0,2018,"FIC","FIC_Fan_Fiction",7322,32
"26239",5250104,"define",0,2018,"FIC","FIC_Fan_Fiction",2736,18
"26240",5250105,"define",0,2018,"FIC","FIC_Fan_Fiction",2974,59
"26241",5250106,"define",0,2018,"FIC","FIC_Fan_Fiction",2921,28
"26242",5250107,"define",0,2018,"FIC","FIC_Fan_Fiction",3852,42
"26243",5250108,"define",0,2018,"FIC","FIC_Fan_Fiction",4105,43
"26244",5250109,"define",0,2018,"FIC","FIC_Fan_Fiction",3078,34
"26245",5250110,"define",0,2018,"FIC","FIC_Fan_Fiction",5676,3
"26246",5250111,"define",0,2018,"FIC","FIC_Fan_Fiction",2797,44
"26247",5250112,"define",0,2018,"FIC","FIC_Fan_Fiction",6153,5
"26248",5250113,"define",0,2018,"FIC","FIC_Fan_Fiction",2982,93
"26249",5250114,"define",0,2018,"FIC","FIC_Fan_Fiction",3046,19
"26250",5250115,"define",0,2018,"FIC","FIC_Fan_Fiction",4984,11
"26251",5250116,"define",0,2018,"FIC","FIC_Fan_Fiction",7060,63
"26252",5250117,"define",0,2018,"FIC","FIC_Fan_Fiction",4238,71
"26253",5250118,"define",0,2018,"FIC","FIC_Fan_Fiction",2940,36
"26254",5250119,"define",0,2018,"FIC","FIC_Fan_Fiction",2560,91
"26255",5250120,"define",0,2018,"FIC","FIC_Fan_Fiction",3963,8
"26256",5250121,"define",0,2018,"FIC","FIC_Fan_Fiction",3740,66
"26257",5250122,"define",0,2018,"FIC","FIC_Fan_Fiction",2969,55
"26258",5250123,"define",0,2018,"FIC","FIC_Fan_Fiction",3698,9
"26259",5250124,"define",0,2018,"FIC","FIC_Fan_Fiction",4464,16
"26260",5250125,"define",0,2018,"FIC","FIC_Fan_Fiction",3795,90
"26261",5250126,"define",0,2018,"FIC","FIC_Fan_Fiction",3441,62
"26262",5250127,"define",0,2018,"FIC","FIC_Fan_Fiction",2637,45
"26263",5250128,"define",0,2018,"FIC","FIC_Fan_Fiction",5098,7
"26264",5250129,"define",0,2018,"FIC","FIC_Fan_Fiction",4664,89
"26265",5250130,"define",0,2018,"FIC","FIC_Fan_Fiction",3852,39
"26266",5250131,"define",0,2018,"FIC","FIC_Fan_Fiction",2913,69
"26267",5250132,"define",0,2018,"FIC","FIC_Fan_Fiction",3138,20
"26268",5250133,"define",0,2018,"FIC","FIC_Fan_Fiction",4837,50
"26269",5250134,"define",0,2018,"FIC","FIC_Fan_Fiction",3603,31
"26270",5250135,"define",0,2018,"FIC","FIC_Fan_Fiction",5285,46
"26271",5250136,"define",0,2018,"FIC","FIC_Fan_Fiction",3353,84
"26272",5250137,"define",0,2018,"FIC","FIC_Fan_Fiction",5278,60
"26273",5250138,"define",0,2018,"FIC","FIC_Fan_Fiction",4933,92
"26274",5250139,"define",0,2018,"FIC","FIC_Fan_Fiction",2284,26
"26275",5250140,"define",0,2018,"FIC","FIC_Fan_Fiction",2705,1
"26276",5250141,"define",0,2018,"FIC","FIC_Fan_Fiction",3054,29
"26277",5250142,"define",0,2018,"FIC","FIC_Fan_Fiction",2493,96
"26278",5250143,"define",0,2018,"FIC","FIC_Fan_Fiction",4522,51
"26279",5250144,"define",0,2018,"FIC","FIC_Fan_Fiction",5290,49
"26280",5250145,"define",0,2018,"FIC","FIC_Fan_Fiction",2603,68
"26281",5250146,"define",0,2018,"FIC","FIC_Fan_Fiction",3723,58
"26282",5250147,"define",0,2018,"FIC","FIC_Fan_Fiction",2506,48
"26283",5250148,"define",0,2018,"FIC","FIC_Fan_Fiction",3932,21
"26284",5250149,"define",0,2018,"FIC","FIC_Fan_Fiction",2597,53
"26285",5250150,"define",0,2018,"FIC","FIC_Fan_Fiction",3456,85
"26286",5250151,"define",0,2018,"FIC","FIC_Fan_Fiction",2495,23
"26287",5250152,"define",0,2018,"FIC","FIC_Fan_Fiction",2888,25
"26288",5250153,"define",0,2018,"FIC","FIC_Fan_Fiction",3146,56
"26289",5250154,"define",0,2018,"FIC","FIC_Fan_Fiction",2600,41
"26290",5250155,"define",0,2018,"FIC","FIC_Fan_Fiction",5434,38
"26291",5250156,"define",0,2018,"FIC","FIC_Fan_Fiction",4501,6
"26292",5250157,"define",0,2018,"FIC","FIC_Fan_Fiction",3466,82
"26293",5250158,"define",0,2018,"FIC","FIC_Fan_Fiction",3377,22
"26294",5250159,"define",0,2018,"FIC","FIC_Fan_Fiction",3346,14
"26295",5250160,"define",0,2018,"FIC","FIC_Fan_Fiction",2638,64
"26296",5250161,"define",0,2018,"FIC","FIC_Fan_Fiction",3001,35
"26297",5250162,"define",0,2018,"FIC","FIC_Fan_Fiction",4711,10
"26298",5250163,"define",0,2018,"FIC","FIC_Fan_Fiction",2447,79
"26299",5250164,"define",0,2018,"FIC","FIC_Fan_Fiction",3352,88
"26300",5250165,"define",0,2018,"FIC","FIC_Fan_Fiction",4203,37
"26301",5250166,"define",0,2018,"FIC","FIC_Fan_Fiction",2437,83
"26302",5250167,"define",0,2018,"FIC","FIC_Fan_Fiction",3358,36
"26303",5250168,"define",0,2018,"FIC","FIC_Fan_Fiction",2625,98
"26304",5250169,"define",0,2018,"FIC","FIC_Fan_Fiction",3338,38
"26305",5250170,"define",0,2018,"FIC","FIC_Fan_Fiction",3038,79
"26306",5250171,"define",0,2018,"FIC","FIC_Fan_Fiction",3449,46
"26307",5250172,"define",0,2018,"FIC","FIC_Fan_Fiction",2806,81
"26308",5250173,"define",0,2018,"FIC","FIC_Fan_Fiction",3234,61
"26309",5250174,"define",0,2018,"FIC","FIC_Fan_Fiction",3607,30
"26310",5250175,"define",0,2018,"FIC","FIC_Fan_Fiction",2573,24
"26311",5250176,"define",0,2018,"FIC","FIC_Fan_Fiction",3154,100
"26312",5250177,"define",0,2018,"FIC","FIC_Fan_Fiction",2622,6
"26313",5250178,"define",0,2018,"FIC","FIC_Fan_Fiction",3013,91
"26314",5250179,"define",0,2018,"FIC","FIC_Fan_Fiction",2489,25
"26315",5250180,"define",0,2018,"FIC","FIC_Fan_Fiction",2557,21
"26316",5250181,"define",0,2018,"FIC","FIC_Fan_Fiction",4364,29
"26317",5250182,"define",0,2018,"FIC","FIC_Fan_Fiction",3111,66
"26318",5250183,"define",0,2018,"FIC","FIC_Fan_Fiction",2639,59
"26319",5250184,"define",0,2018,"FIC","FIC_Fan_Fiction",5846,74
"26320",5250185,"define",0,2018,"FIC","FIC_Fan_Fiction",5397,37
"26321",5250186,"define",0,2018,"FIC","FIC_Fan_Fiction",2545,77
"26323",5250188,"define",0,2018,"FIC","FIC_Fan_Fiction",5448,86
"26324",5250189,"define",0,2018,"FIC","FIC_Fan_Fiction",3485,72
"26325",5250190,"define",0,2018,"FIC","FIC_Fan_Fiction",3246,96
"26326",5250191,"define",0,2018,"FIC","FIC_Fan_Fiction",4343,15
"26327",5250192,"define",0,2018,"FIC","FIC_Fan_Fiction",2333,3
"26328",5250193,"define",0,2018,"FIC","FIC_Fan_Fiction",2769,49
"26329",5250194,"define",0,2018,"FIC","FIC_Fan_Fiction",2982,17
"26330",5250195,"define",0,2018,"FIC","FIC_Fan_Fiction",3418,93
"26331",5250196,"define",0,2018,"FIC","FIC_Fan_Fiction",2569,22
"26332",5250197,"define",0,2018,"FIC","FIC_Fan_Fiction",2547,18
"26333",5250198,"define",0,2018,"FIC","FIC_Fan_Fiction",5343,26
"26334",5250199,"define",0,2018,"FIC","FIC_Fan_Fiction",2649,4
"26335",5250200,"define",0,2018,"FIC","FIC_Fan_Fiction",3604,76
"26336",5250201,"define",0,2018,"FIC","FIC_Fan_Fiction",2674,10
"26337",5250204,"define",0,2018,"FIC","FIC_Fan_Fiction",2942,44
"26338",5250205,"define",0,2018,"FIC","FIC_Fan_Fiction",2633,28
"26339",5250206,"define",0,2018,"FIC","FIC_Fan_Fiction",3821,67
"26340",5250207,"define",0,2018,"FIC","FIC_Fan_Fiction",5763,14
"26341",5250208,"define",0,2018,"FIC","FIC_Fan_Fiction",2976,8
"26342",5250209,"define",0,2018,"FIC","FIC_Fan_Fiction",5182,7
"26343",5250210,"define",0,2018,"FIC","FIC_Fan_Fiction",5322,53
"26344",5250211,"define",0,2018,"FIC","FIC_Fan_Fiction",2695,52
"26345",5250212,"define",0,2018,"FIC","FIC_Fan_Fiction",2783,85
"26346",5250213,"define",0,2018,"FIC","FIC_Fan_Fiction",3097,80
"26347",5250214,"define",0,2018,"FIC","FIC_Fan_Fiction",4925,39
"26348",5250215,"define",0,2018,"FIC","FIC_Fan_Fiction",5936,71
"26349",5250216,"define",0,2018,"FIC","FIC_Fan_Fiction",2784,27
"26350",5250217,"define",0,2018,"FIC","FIC_Fan_Fiction",5390,73
"26351",5250218,"define",0,2018,"FIC","FIC_Fan_Fiction",3411,69
"26352",5250219,"define",0,2018,"FIC","FIC_Fan_Fiction",4805,56
"26353",5250220,"define",0,2018,"FIC","FIC_Fan_Fiction",4783,75
"26354",5250221,"define",0,2018,"FIC","FIC_Fan_Fiction",3407,35
"26355",5250222,"define",0,2018,"FIC","FIC_Fan_Fiction",4911,68
"26356",5250223,"define",0,2018,"FIC","FIC_Fan_Fiction",4672,50
"26357",5250224,"define",0,2018,"FIC","FIC_Fan_Fiction",3958,78
"26358",5250225,"define",0,2018,"FIC","FIC_Fan_Fiction",2558,11
"26359",5250226,"define",0,2018,"FIC","FIC_Fan_Fiction",5288,16
"26360",5250227,"define",0,2018,"FIC","FIC_Fan_Fiction",5601,12
"26361",5250230,"define",0,2018,"FIC","FIC_Fan_Fiction",2635,88
"26362",5250231,"define",0,2018,"FIC","FIC_Fan_Fiction",2767,57
"26363",5250232,"define",0,2018,"FIC","FIC_Fan_Fiction",3708,87
"26364",5250233,"define",0,2018,"FIC","FIC_Fan_Fiction",3003,55
"26365",5250234,"define",0,2018,"FIC","FIC_Fan_Fiction",3677,65
"26366",5250235,"define",0,2018,"FIC","FIC_Fan_Fiction",3487,48
"26367",5250236,"define",0,2018,"FIC","FIC_Fan_Fiction",5513,19
"26368",5250237,"define",0,2018,"FIC","FIC_Fan_Fiction",3213,20
"26369",5250238,"define",0,2018,"FIC","FIC_Fan_Fiction",2545,45
"26370",5250239,"define",0,2018,"FIC","FIC_Fan_Fiction",3312,5
"26371",5250240,"define",0,2018,"FIC","FIC_Fan_Fiction",3675,58
"26372",5250241,"define",0,2018,"FIC","FIC_Fan_Fiction",3592,2
"26373",5250242,"define",0,2018,"FIC","FIC_Fan_Fiction",5482,34
"26374",5250243,"define",0,2018,"FIC","FIC_Fan_Fiction",3856,41
"26375",5250244,"define",0,2018,"FIC","FIC_Fan_Fiction",2649,97
"26376",5250245,"define",0,2018,"FIC","FIC_Fan_Fiction",3422,47
"26377",5250246,"define",0,2018,"FIC","FIC_Fan_Fiction",4649,90
"26378",5250247,"define",0,2018,"FIC","FIC_Fan_Fiction",5274,23
"26379",5250248,"define",0,2018,"FIC","FIC_Fan_Fiction",2391,51
"26380",5250249,"define",0,2018,"FIC","FIC_Fan_Fiction",3698,54
"26381",5250250,"define",0,2018,"FIC","FIC_Fan_Fiction",2514,9
"26382",5250251,"define",0,2018,"FIC","FIC_Fan_Fiction",5072,43
"26383",5250252,"define",0,2018,"FIC","FIC_Fan_Fiction",2758,92
"26384",5250253,"define",0,2018,"FIC","FIC_Fan_Fiction",3037,60
"26385",5250254,"define",0,2018,"FIC","FIC_Fan_Fiction",3319,70
"26386",5250255,"define",0,2018,"FIC","FIC_Fan_Fiction",4591,89
"26387",5250256,"define",0,2018,"FIC","FIC_Fan_Fiction",3109,84
"26388",5250257,"define",0,2018,"FIC","FIC_Fan_Fiction",3064,62
"26389",5250258,"define",0,2018,"FIC","FIC_Fan_Fiction",2437,63
"26390",5250259,"define",0,2019,"FIC","FIC_Fan_Fiction",3775,32
"26391",5250260,"define",0,2019,"FIC","FIC_Fan_Fiction",2728,40
"26392",5250261,"define",0,2019,"FIC","FIC_Fan_Fiction",4323,99
"26393",5250262,"define",0,2019,"FIC","FIC_Fan_Fiction",3305,94
"26394",5250263,"define",0,2019,"FIC","FIC_Fan_Fiction",2887,64
"26395",5250264,"define",0,2019,"FIC","FIC_Fan_Fiction",4178,42
"26396",5250265,"define",0,2019,"FIC","FIC_Fan_Fiction",4120,95
"26397",5250266,"define",0,2019,"FIC","FIC_Fan_Fiction",3306,82
"26398",5250267,"define",0,2019,"FIC","FIC_Fan_Fiction",3548,31
"26399",5250268,"define",0,2019,"FIC","FIC_Fan_Fiction",5014,1
"26400",5250269,"define",0,2019,"FIC","FIC_Fan_Fiction",2436,13
"26401",5250270,"define",0,2019,"FIC","FIC_Fan_Fiction",3272,41
"26402",5250271,"define",0,2019,"FIC","FIC_Fan_Fiction",3074,31
"26403",5250272,"define",0,2019,"FIC","FIC_Fan_Fiction",2939,9
"26404",5250273,"define",0,2019,"FIC","FIC_Fan_Fiction",4706,24
"26405",5250274,"define",0,2019,"FIC","FIC_Fan_Fiction",4245,57
"26406",5250275,"define",0,2019,"FIC","FIC_Fan_Fiction",3006,12
"26407",5250276,"define",0,2019,"FIC","FIC_Fan_Fiction",3675,36
"26408",5250277,"define",0,2019,"FIC","FIC_Fan_Fiction",3841,93
"26409",5250278,"define",0,2019,"FIC","FIC_Fan_Fiction",3367,3
"26410",5250279,"define",0,2019,"FIC","FIC_Fan_Fiction",2700,54
"26411",5250280,"define",0,2019,"FIC","FIC_Fan_Fiction",4602,39
"26412",5250281,"define",0,2019,"FIC","FIC_Fan_Fiction",4123,51
"26413",5250282,"define",0,2019,"FIC","FIC_Fan_Fiction",3875,30
"26414",5250283,"define",0,2019,"FIC","FIC_Fan_Fiction",4160,15
"26415",5250284,"define",0,2019,"FIC","FIC_Fan_Fiction",2482,34
"26416",5250285,"define",0,2019,"FIC","FIC_Fan_Fiction",3068,97
"26417",5250286,"define",0,2019,"FIC","FIC_Fan_Fiction",2516,26
"26418",5250287,"define",0,2019,"FIC","FIC_Fan_Fiction",4479,68
"26419",5250288,"define",0,2019,"FIC","FIC_Fan_Fiction",3883,84
"26420",5250289,"define",0,2019,"FIC","FIC_Fan_Fiction",3554,32
"26421",5250290,"define",0,2019,"FIC","FIC_Fan_Fiction",2874,83
"26422",5250291,"define",0,2019,"FIC","FIC_Fan_Fiction",4130,69
"26423",5250292,"define",0,2019,"FIC","FIC_Fan_Fiction",3004,23
"26424",5250293,"define",0,2019,"FIC","FIC_Fan_Fiction",2914,42
"26425",5250294,"define",0,2019,"FIC","FIC_Fan_Fiction",4106,46
"26426",5250295,"define",0,2019,"FIC","FIC_Fan_Fiction",2877,21
"26427",5250296,"define",0,2019,"FIC","FIC_Fan_Fiction",2701,90
"26428",5250297,"define",0,2019,"FIC","FIC_Fan_Fiction",4226,16
"26429",5250298,"define",0,2019,"FIC","FIC_Fan_Fiction",4578,59
"26430",5250299,"define",0,2019,"FIC","FIC_Fan_Fiction",3190,7
"26431",5250300,"define",0,2019,"FIC","FIC_Fan_Fiction",2328,74
"26432",5250301,"define",0,2019,"FIC","FIC_Fan_Fiction",2507,78
"26433",5250302,"define",0,2019,"FIC","FIC_Fan_Fiction",2396,80
"26434",5250303,"define",0,2019,"FIC","FIC_Fan_Fiction",2723,8
"26435",5250304,"define",0,2019,"FIC","FIC_Fan_Fiction",2804,4
"26436",5250305,"define",0,2019,"FIC","FIC_Fan_Fiction",3045,94
"26437",5250306,"define",0,2019,"FIC","FIC_Fan_Fiction",3828,33
"26438",5250307,"define",0,2019,"FIC","FIC_Fan_Fiction",2954,35
"26439",5250308,"define",0,2019,"FIC","FIC_Fan_Fiction",3837,86
"26440",5250309,"define",0,2019,"FIC","FIC_Fan_Fiction",4425,40
"26441",5250310,"define",0,2019,"FIC","FIC_Fan_Fiction",2552,38
"26443",5250312,"define",0,2019,"FIC","FIC_Fan_Fiction",4667,91
"26444",5250313,"define",0,2019,"FIC","FIC_Fan_Fiction",2652,47
"26445",5250314,"define",0,2019,"FIC","FIC_Fan_Fiction",3865,1
"26446",5250315,"define",0,2019,"FIC","FIC_Fan_Fiction",3065,66
"26447",5250316,"define",0,2019,"FIC","FIC_Fan_Fiction",2956,95
"26448",5250317,"define",0,2019,"FIC","FIC_Fan_Fiction",3843,73
"26449",5250318,"define",0,2019,"FIC","FIC_Fan_Fiction",2860,37
"26450",5250319,"define",0,2019,"FIC","FIC_Fan_Fiction",3429,67
"26451",5250320,"define",0,2019,"FIC","FIC_Fan_Fiction",2815,98
"26452",5250321,"define",0,2019,"FIC","FIC_Fan_Fiction",3690,56
"26453",5250322,"define",0,2019,"FIC","FIC_Fan_Fiction",2783,89
"26454",5250323,"define",0,2019,"FIC","FIC_Fan_Fiction",2750,96
"26455",5250324,"define",0,2019,"FIC","FIC_Fan_Fiction",3388,13
"26456",5250325,"define",0,2019,"FIC","FIC_Fan_Fiction",3182,45
"26457",5250326,"define",0,2019,"FIC","FIC_Fan_Fiction",3858,88
"26458",5250327,"define",0,2019,"FIC","FIC_Fan_Fiction",3156,5
"26459",5250328,"define",0,2019,"FIC","FIC_Fan_Fiction",4287,65
"26460",5250329,"define",0,2019,"FIC","FIC_Fan_Fiction",2718,99
"26461",5250330,"define",0,2019,"FIC","FIC_Fan_Fiction",2734,85
"26462",5250331,"define",0,2019,"FIC","FIC_Fan_Fiction",4897,2
"26463",5250332,"define",0,2019,"FIC","FIC_Fan_Fiction",2488,43
"26464",5250333,"define",0,2019,"FIC","FIC_Fan_Fiction",2653,92
"26465",5250334,"define",0,2019,"FIC","FIC_Fan_Fiction",2696,55
"26466",5250335,"define",0,2019,"FIC","FIC_Fan_Fiction",4205,77
"26467",5250336,"define",0,2019,"FIC","FIC_Fan_Fiction",4561,25
"26468",5250337,"define",0,2019,"FIC","FIC_Fan_Fiction",2496,76
"26469",5250338,"define",0,2019,"FIC","FIC_Fan_Fiction",3211,75
"26470",5250339,"define",0,2019,"FIC","FIC_Fan_Fiction",3005,19
"26471",5250340,"define",0,2019,"FIC","FIC_Fan_Fiction",2716,82
"26473",5250342,"define",0,2019,"FIC","FIC_Fan_Fiction",2583,49
"26474",5250343,"define",0,2019,"FIC","FIC_Fan_Fiction",3126,61
"26475",5250344,"define",0,2019,"FIC","FIC_Fan_Fiction",3475,27
"26476",5250345,"define",0,2019,"FIC","FIC_Fan_Fiction",3481,48
"26477",5250346,"define",0,2019,"FIC","FIC_Fan_Fiction",5096,64
"26478",5250347,"define",0,2019,"FIC","FIC_Fan_Fiction",4747,63
"26479",5250348,"define",0,2019,"FIC","FIC_Fan_Fiction",3287,29
"26480",5250349,"define",0,2019,"FIC","FIC_Fan_Fiction",3612,11
"26481",5250350,"define",0,2019,"FIC","FIC_Fan_Fiction",4212,50
"26482",5250351,"define",0,2019,"FIC","FIC_Fan_Fiction",3699,71
"26483",5250352,"define",0,2019,"FIC","FIC_Fan_Fiction",2664,52
"26484",5250353,"define",0,2019,"FIC","FIC_Fan_Fiction",3600,17
"26485",5250354,"define",0,2019,"FIC","FIC_Fan_Fiction",3854,79
"26486",5250355,"define",0,2019,"FIC","FIC_Fan_Fiction",2620,81
"26487",5250356,"define",0,2019,"FIC","FIC_Fan_Fiction",2870,10
"26488",5250357,"define",0,2019,"FIC","FIC_Fan_Fiction",2241,28
"26489",5250358,"define",0,2019,"FIC","FIC_Fan_Fiction",2966,20
"26490",5250359,"define",0,2019,"FIC","FIC_Fan_Fiction",2688,14
"26491",5250360,"define",0,2019,"FIC","FIC_Fan_Fiction",2312,18
"26492",5250361,"define",0,2019,"FIC","FIC_Fan_Fiction",3055,22
"26493",5250362,"define",0,2019,"FIC","FIC_Fan_Fiction",4104,100
"26494",5250363,"define",0,2019,"FIC","FIC_Fan_Fiction",2476,62
"26495",5250364,"define",0,2019,"FIC","FIC_Fan_Fiction",3407,58
"26496",5250365,"define",0,2019,"FIC","FIC_Fan_Fiction",2953,44
"26497",5250366,"define",0,2019,"FIC","FIC_Fan_Fiction",4245,72
"26498",5250367,"define",0,2019,"FIC","FIC_Fan_Fiction",2516,87
"26499",5250368,"define",0,2019,"FIC","FIC_Fan_Fiction",4612,6
"26500",5250369,"define",0,2019,"FIC","FIC_Fan_Fiction",5656,70
"26501",5250370,"define",0,2019,"FIC","FIC_Fan_Fiction",7000,26
"26502",5250371,"define",0,2019,"FIC","FIC_Fan_Fiction",7298,56
"26503",5250372,"define",0,2019,"FIC","FIC_Fan_Fiction",6984,12
"26504",5250373,"define",0,2019,"FIC","FIC_Fan_Fiction",6580,13
"26505",5250374,"define",0,2019,"FIC","FIC_Fan_Fiction",2843,30
"26506",5250375,"define",0,2019,"FIC","FIC_Fan_Fiction",2999,87
"26507",5250376,"define",0,2019,"FIC","FIC_Fan_Fiction",3326,63
"26508",5250377,"define",0,2019,"FIC","FIC_Fan_Fiction",2448,98
"26509",5250378,"define",0,2019,"FIC","FIC_Fan_Fiction",3870,60
"26510",5250379,"define",0,2019,"FIC","FIC_Fan_Fiction",4434,80
"26511",5250380,"define",0,2019,"FIC","FIC_Fan_Fiction",4144,44
"26512",5250381,"define",0,2019,"FIC","FIC_Fan_Fiction",5054,6
"26513",5250382,"define",0,2019,"FIC","FIC_Fan_Fiction",4361,7
