"","text_id","lemma","n_tokens","year","genre","subgenre","word_count","random_id"
"4233144",5026294,"define",1,2019,"ACAD","ACAD_Education",9370,34
"4233485",5026296,"define",2,2019,"ACAD","ACAD_Sci_Tech",25820,26
"4233785",5026300,"define",3,2019,"ACAD","ACAD_Sci_Tech",22909,56
"4233995",5026302,"define",5,2019,"ACAD","ACAD_Sci_Tech",7760,79
"4234500",5026305,"define",1,2019,"ACAD","ACAD_Medicine",16962,95
"4234721",5026306,"define",4,2019,"ACAD","ACAD_Sci_Tech",10513,63
"4235074",5026308,"define",2,2019,"ACAD","ACAD_Sci_Tech",19892,11
"4235587",5026313,"define",3,2019,"ACAD","ACAD_Geog_SocSci",16266,72
"4235793",5026314,"define",1,2019,"ACAD","ACAD_Geog_SocSci",8913,25
"4236200",5026318,"define",1,2019,"ACAD","ACAD_Law_PolSci",10083,15
"4236425",5026319,"define",1,2019,"ACAD","ACAD_Law_PolSci",26518,31
"4236659",5026320,"define",3,2019,"ACAD","ACAD_Geog_SocSci",11461,67
"4236796",5026321,"define",4,2019,"ACAD","ACAD_Sci_Tech",8060,55
"4236903",5026322,"define",1,2019,"ACAD","ACAD_Sci_Tech",10749,91
"4237683",5026331,"define",4,2019,"ACAD","ACAD_Geog_SocSci",16180,5
"4237963",5026333,"define",2,2019,"ACAD","ACAD_Sci_Tech",15629,51
"4238289",5026335,"define",1,2019,"ACAD","ACAD_Sci_Tech",11428,92
"4238660",5026339,"define",3,2018,"ACAD","ACAD_Geog_SocSci",10750,25
"4238827",5026340,"define",4,2018,"ACAD","ACAD_Business",11352,84
"4238987",5026341,"define",1,2018,"ACAD","ACAD_Phil_Rel",9139,34
"4239222",5026343,"define",1,2018,"ACAD","ACAD_Geog_SocSci",8226,72
"4239566",5026346,"define",3,2019,"ACAD","ACAD_Business",11116,86
"4239782",5026347,"define",1,2019,"ACAD","ACAD_Geog_SocSci",10564,62
"4240002",5026349,"define",3,2019,"ACAD","ACAD_Misc",10334,29
"4240264",5026354,"define",3,2019,"ACAD","ACAD_Geog_SocSci",9944,37
"4240407",5026355,"define",1,2019,"ACAD","ACAD_Humanities",16282,45
"4240740",5026357,"define",3,2019,"ACAD","ACAD_Education",9037,47
"4240921",5026359,"define",1,2019,"ACAD","ACAD_Education",8174,80
"4241037",5026360,"define",5,2019,"ACAD","ACAD_Geog_SocSci",10632,70
"4241394",5026362,"define",4,2019,"ACAD","ACAD_Business",9717,11
"4241579",5026363,"define",2,2019,"ACAD","ACAD_Geog_SocSci",7158,93
"4241722",5026364,"define",2,2019,"ACAD","ACAD_Phil_Rel",15984,7
"4241904",5026365,"define",1,2019,"ACAD","ACAD_Sci_Tech",11690,32
"4242102",5026366,"define",4,2019,"ACAD","ACAD_Business",8021,92
"4242278",5026367,"define",1,2019,"ACAD","ACAD_Humanities",10506,71
"4242741",5026381,"define",4,2018,"ACAD","ACAD_Education",10897,48
"4242910",5026386,"define",1,2018,"ACAD","ACAD_Geog_SocSci",12712,99
"4242976",5026388,"define",1,2018,"ACAD","ACAD_Medicine",7527,8
"4243043",5026389,"define",1,2018,"ACAD","ACAD_Sci_Tech",13761,34
"4243234",5026390,"define",1,2018,"ACAD","ACAD_Medicine",14453,7
"4243450",5026391,"define",2,2018,"ACAD","ACAD_Law_PolSci",24303,95
"4244093",5026397,"define",2,2018,"ACAD","ACAD_Medicine",10721,42
"4244432",5026400,"define",1,2018,"ACAD","ACAD_Geog_SocSci",8702,15
"4244560",5026401,"define",6,2018,"ACAD","ACAD_Sci_Tech",14304,74
"4244750",5026402,"define",2,2018,"ACAD","ACAD_Sci_Tech",12492,18
"4244900",5026403,"define",10,2018,"ACAD","ACAD_Sci_Tech",9814,10
"4245039",5026404,"define",3,2018,"ACAD","ACAD_Sci_Tech",12194,9
"4245214",5026405,"define",1,2018,"ACAD","ACAD_Sci_Tech",7159,69
"4245316",5026406,"define",2,2018,"ACAD","ACAD_Geog_SocSci",9746,37
"4245775",5026411,"define",4,2018,"ACAD","ACAD_Law_PolSci",19119,59
"4246025",5026412,"define",7,2018,"ACAD","ACAD_Sci_Tech",12161,1
"4246395",5026415,"define",1,2018,"ACAD","ACAD_Medicine",10557,19
"4246689",5026417,"define",9,2018,"ACAD","ACAD_Sci_Tech",12149,89
"4246856",5026418,"define",2,2018,"ACAD","ACAD_Sci_Tech",10786,97
"4246959",5026419,"define",3,2018,"ACAD","ACAD_Geog_SocSci",14463,83
"4247143",5026421,"define",1,2018,"ACAD","ACAD_Medicine",8422,51
"4247451",5026425,"define",2,2018,"ACAD","ACAD_Medicine",13467,59
"4247823",5026428,"define",1,2018,"ACAD","ACAD_Geog_SocSci",7774,92
"4247966",5026430,"define",2,2018,"ACAD","ACAD_Law_PolSci",15814,40
"4248204",5026431,"define",7,2018,"ACAD","ACAD_Sci_Tech",26193,84
"4248411",5026432,"define",1,2018,"ACAD","ACAD_Business",7229,40
"4248541",5026433,"define",6,2018,"ACAD","ACAD_Law_PolSci",12429,7
"4248818",5026435,"define",1,2018,"ACAD","ACAD_Business",14207,52
"4249024",5026437,"define",1,2018,"ACAD","ACAD_Medicine",8711,3
"4249390",5026445,"define",1,2018,"ACAD","ACAD_Business",7927,13
"4249518",5026446,"define",1,2018,"ACAD","ACAD_Sci_Tech",25324,20
"4249572",5026448,"define",5,2018,"ACAD","ACAD_Sci_Tech",7527,80
"4249690",5026450,"define",10,2018,"ACAD","ACAD_Sci_Tech",15682,30
"4249870",5026451,"define",2,2018,"ACAD","ACAD_Sci_Tech",11944,45
"4250507",5026456,"define",1,2018,"ACAD","ACAD_Sci_Tech",6742,3
"4250643",5026457,"define",2,2018,"ACAD","ACAD_Business",6679,7
"4250809",5026458,"define",1,2018,"ACAD","ACAD_Education",8363,85
"4250989",5026459,"define",5,2018,"ACAD","ACAD_Education",9104,38
"4251153",5026460,"define",1,2018,"ACAD","ACAD_Business",12994,66
"4251290",5026462,"define",4,2018,"ACAD","ACAD_Sci_Tech",8469,16
"4251631",5026464,"define",2,2018,"ACAD","ACAD_Sci_Tech",12856,85
"4251747",5026465,"define",1,2018,"ACAD","ACAD_Sci_Tech",7079,15
"4251863",5026466,"define",7,2018,"ACAD","ACAD_Sci_Tech",8124,6
"4252188",5026468,"define",1,2018,"ACAD","ACAD_Sci_Tech",12250,48
"4252308",5026473,"define",2,2018,"ACAD","ACAD_Sci_Tech",8282,4
"4252419",5026474,"define",2,2018,"ACAD","ACAD_Business",10991,4
"4252586",5026475,"define",7,2018,"ACAD","ACAD_Law_PolSci",15305,94
"4252940",5026484,"define",3,2019,"ACAD","ACAD_Business",6782,53
"4253216",5026490,"define",1,2019,"ACAD","ACAD_Medicine",4075,15
"4254037",5026513,"define",1,2019,"ACAD","ACAD_Medicine",5340,68
"4254215",5026516,"define",8,2019,"ACAD","ACAD_Sci_Tech",6365,38
"4254438",5026518,"define",5,2019,"ACAD","ACAD_Medicine",6618,52
"4254695",5026522,"define",6,2019,"ACAD","ACAD_Geog_SocSci",4793,11
"4254985",5026524,"define",2,2018,"ACAD","ACAD_Humanities",15653,69
"4255209",5026527,"define",1,2018,"ACAD","ACAD_Law_PolSci",10180,24
"4255369",5026528,"define",11,2018,"ACAD","ACAD_Sci_Tech",8432,28
"4255512",5026529,"define",2,2018,"ACAD","ACAD_Sci_Tech",12382,25
"4255847",5026531,"define",2,2018,"ACAD","ACAD_Humanities",8181,78
"4256039",5026533,"define",6,2018,"ACAD","ACAD_Geog_SocSci",17771,77
"4256294",5026534,"define",2,2018,"ACAD","ACAD_Law_PolSci",9525,87
"4256466",5026535,"define",2,2018,"ACAD","ACAD_Law_PolSci",7108,50
"4256633",5026537,"define",1,2018,"ACAD","ACAD_Phil_Rel",8509,38
"4256765",5026538,"define",9,2018,"ACAD","ACAD_Sci_Tech",13689,12
"4256822",5026540,"define",1,2018,"ACAD","ACAD_Sci_Tech",8973,21
"4257127",5026547,"define",1,2018,"ACAD","ACAD_Sci_Tech",12838,60
"4257296",5026548,"define",5,2018,"ACAD","ACAD_Business",11889,95
"4257520",5026549,"define",4,2018,"ACAD","ACAD_Sci_Tech",15115,65
"4257963",5026553,"define",4,2018,"ACAD","ACAD_Geog_SocSci",9451,23
"4258086",5026554,"define",1,2018,"ACAD","ACAD_Law_PolSci",12838,92
"4258347",5026556,"define",1,2018,"ACAD","ACAD_Phil_Rel",16507,25
"4258557",5026557,"define",1,2018,"ACAD","ACAD_Sci_Tech",12175,54
"4258889",5026562,"define",2,2018,"ACAD","ACAD_Sci_Tech",14552,78
"4259039",5026563,"define",2,2018,"ACAD","ACAD_Misc",15790,58
"4259285",5026565,"define",27,2018,"ACAD","ACAD_Sci_Tech",26188,35
"4260294",5026574,"define",6,2018,"ACAD","ACAD_Sci_Tech",8176,40
"4260427",5026575,"define",2,2018,"ACAD","ACAD_Sci_Tech",9558,68
"4260578",5026578,"define",2,2018,"ACAD","ACAD_Sci_Tech",11233,55
"4260634",5026579,"define",1,2018,"ACAD","ACAD_Business",11324,70
"4260781",5026580,"define",2,2018,"ACAD","ACAD_Phil_Rel",10410,29
"4260907",5026581,"define",6,2018,"ACAD","ACAD_Business",8823,27
"4261048",5026582,"define",1,2018,"ACAD","ACAD_Education",12753,100
"4261334",5026584,"define",4,2018,"ACAD","ACAD_Geog_SocSci",12662,71
"4261748",5026587,"define",3,2019,"ACAD","ACAD_Business",6978,14
"4261901",5026588,"define",1,2018,"ACAD","ACAD_Education",9791,42
"4262209",5026590,"define",4,2018,"ACAD","ACAD_Sci_Tech",17147,83
"4262624",5026592,"define",3,2018,"ACAD","ACAD_Geog_SocSci",13306,41
"4263232",5026596,"define",9,2018,"ACAD","ACAD_Law_PolSci",44416,29
"4266728",5250039,"define",1,2018,"FIC","FIC_Fan_Fiction",3460,78
"4279791",5250187,"define",1,2018,"FIC","FIC_Fan_Fiction",2902,33
"4289939",5250311,"define",1,2019,"FIC","FIC_Fan_Fiction",4477,60
"4292414",5250341,"define",1,2019,"FIC","FIC_Fan_Fiction",4858,53
"4297215",5250404,"define",1,2019,"FIC","FIC_Fan_Fiction",4430,83
"4297335",5250405,"define",1,2019,"FIC","FIC_Fan_Fiction",2962,32
"4302607",5250471,"define",1,2019,"FIC","FIC_Fan_Fiction",2838,22
"65",5025607,"define",0,2018,"ACAD","ACAD_Business",9190,55
"66",5025794,"define",0,2018,"ACAD","ACAD_Business",7738,49
"71",5025961,"define",0,2018,"ACAD","ACAD_Business",10578,36
"72",5025981,"define",0,2018,"ACAD","ACAD_Business",14312,48
"74",5025997,"define",0,2018,"ACAD","ACAD_Business",8454,69
"75",5026002,"define",0,2018,"ACAD","ACAD_Business",6921,19
"76",5026003,"define",0,2018,"ACAD","ACAD_Business",10023,92
"77",5026025,"define",0,2018,"ACAD","ACAD_Business",8743,96
"79",5026047,"define",0,2018,"ACAD","ACAD_Business",7878,20
"83",5026154,"define",0,2018,"ACAD","ACAD_Business",8261,65
"86",5026262,"define",0,2018,"ACAD","ACAD_Business",7413,68
"88",5026337,"define",0,2018,"ACAD","ACAD_Business",23651,86
"90",5026395,"define",0,2018,"ACAD","ACAD_Business",8463,60
"91",5026427,"define",0,2018,"ACAD","ACAD_Business",9287,1
"95",5026452,"define",0,2018,"ACAD","ACAD_Business",13554,54
"102",5026585,"define",0,2018,"ACAD","ACAD_Business",14076,75
"103",5026586,"define",0,2018,"ACAD","ACAD_Business",6868,56
"105",5025664,"define",0,2019,"ACAD","ACAD_Business",8098,44
"106",5025667,"define",0,2019,"ACAD","ACAD_Business",5107,22
"107",5025668,"define",0,2019,"ACAD","ACAD_Business",6150,32
"115",5026074,"define",0,2019,"ACAD","ACAD_Business",6172,19
"116",5026077,"define",0,2019,"ACAD","ACAD_Business",5883,69
"117",5026109,"define",0,2019,"ACAD","ACAD_Business",9271,78
"118",5026114,"define",0,2019,"ACAD","ACAD_Business",13253,83
"121",5026148,"define",0,2019,"ACAD","ACAD_Business",6005,16
"122",5026180,"define",0,2019,"ACAD","ACAD_Business",3693,12
"124",5026200,"define",0,2019,"ACAD","ACAD_Business",4956,71
"126",5026282,"define",0,2019,"ACAD","ACAD_Business",14036,74
"127",5026284,"define",0,2019,"ACAD","ACAD_Business",18198,24
"128",5026285,"define",0,2019,"ACAD","ACAD_Business",10959,65
"129",5026286,"define",0,2019,"ACAD","ACAD_Business",9335,67
"130",5026324,"define",0,2019,"ACAD","ACAD_Business",7505,55
"131",5026327,"define",0,2019,"ACAD","ACAD_Business",6595,48
"133",5026352,"define",0,2019,"ACAD","ACAD_Business",2931,25
"134",5026353,"define",0,2019,"ACAD","ACAD_Business",7276,76
"137",5026368,"define",0,2019,"ACAD","ACAD_Business",8008,85
"138",5026371,"define",0,2019,"ACAD","ACAD_Business",4252,4
"139",5026378,"define",0,2019,"ACAD","ACAD_Business",1131,59
"140",5026476,"define",0,2019,"ACAD","ACAD_Business",6729,58
"142",5026521,"define",0,2019,"ACAD","ACAD_Business",4788,29
"4130",5025609,"define",0,2018,"ACAD","ACAD_Education",10330,46
"4131",5025617,"define",0,2018,"ACAD","ACAD_Education",11491,86
"4137",5026260,"define",0,2018,"ACAD","ACAD_Education",6850,67
"4138",5026338,"define",0,2018,"ACAD","ACAD_Education",13176,20
"4140",5026384,"define",0,2018,"ACAD","ACAD_Education",15018,37
"4141",5026416,"define",0,2018,"ACAD","ACAD_Education",8810,56
"4144",5026560,"define",0,2018,"ACAD","ACAD_Education",9439,97
"4145",5026577,"define",0,2018,"ACAD","ACAD_Education",7433,78
"4147",5026583,"define",0,2018,"ACAD","ACAD_Education",9008,24
"4149",5026591,"define",0,2018,"ACAD","ACAD_Education",13535,6
"4152",5025644,"define",0,2019,"ACAD","ACAD_Education",2629,66
"4153",5025645,"define",0,2019,"ACAD","ACAD_Education",1323,74
"4159",5026013,"define",0,2019,"ACAD","ACAD_Education",6965,5
"4160",5026116,"define",0,2019,"ACAD","ACAD_Education",2745,8
"4161",5026130,"define",0,2019,"ACAD","ACAD_Education",2789,72
"4162",5026136,"define",0,2019,"ACAD","ACAD_Education",3186,33
"4163",5026141,"define",0,2019,"ACAD","ACAD_Education",2699,31
"4164",5026143,"define",0,2019,"ACAD","ACAD_Education",4792,44
"4165",5026174,"define",0,2019,"ACAD","ACAD_Education",3293,91
"4167",5026186,"define",0,2019,"ACAD","ACAD_Education",3423,10
"4168",5026189,"define",0,2019,"ACAD","ACAD_Education",2474,68
"4170",5026279,"define",0,2019,"ACAD","ACAD_Education",8835,17
"4171",5026281,"define",0,2019,"ACAD","ACAD_Education",10840,77
"4172",5026291,"define",0,2019,"ACAD","ACAD_Education",12782,90
"4176",5026369,"define",0,2019,"ACAD","ACAD_Education",4736,45
"8051",5025793,"define",0,2018,"ACAD","ACAD_Geog_SocSci",6528,74
"8052",5025797,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8393,93
"8053",5025798,"define",0,2018,"ACAD","ACAD_Geog_SocSci",10905,95
"8057",5025809,"define",0,2018,"ACAD","ACAD_Geog_SocSci",10378,92
"8058",5025810,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8960,24
"8059",5025811,"define",0,2018,"ACAD","ACAD_Geog_SocSci",10783,25
"8060",5025812,"define",0,2018,"ACAD","ACAD_Geog_SocSci",9794,26
"8063",5025826,"define",0,2018,"ACAD","ACAD_Geog_SocSci",5467,52
"8065",5025829,"define",0,2018,"ACAD","ACAD_Geog_SocSci",9424,83
"8066",5025830,"define",0,2018,"ACAD","ACAD_Geog_SocSci",6106,31
"8069",5025833,"define",0,2018,"ACAD","ACAD_Geog_SocSci",6975,23
"8071",5025848,"define",0,2018,"ACAD","ACAD_Geog_SocSci",7841,59
"8072",5025849,"define",0,2018,"ACAD","ACAD_Geog_SocSci",4109,79
"8073",5025968,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8785,57
"8074",5025973,"define",0,2018,"ACAD","ACAD_Geog_SocSci",14114,7
"8077",5025986,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8753,82
"8078",5025988,"define",0,2018,"ACAD","ACAD_Geog_SocSci",13830,34
"8079",5025998,"define",0,2018,"ACAD","ACAD_Geog_SocSci",11732,91
"8081",5026019,"define",0,2018,"ACAD","ACAD_Geog_SocSci",9101,87
"8082",5026021,"define",0,2018,"ACAD","ACAD_Geog_SocSci",17732,56
"8083",5026024,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8113,44
"8084",5026026,"define",0,2018,"ACAD","ACAD_Geog_SocSci",11218,2
"8086",5026052,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8123,16
"8089",5026069,"define",0,2018,"ACAD","ACAD_Geog_SocSci",14733,98
"8090",5026159,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8019,4
"8094",5026241,"define",0,2018,"ACAD","ACAD_Geog_SocSci",11305,88
"8097",5026244,"define",0,2018,"ACAD","ACAD_Geog_SocSci",9146,10
"8103",5026252,"define",0,2018,"ACAD","ACAD_Geog_SocSci",4606,60
"8104",5026253,"define",0,2018,"ACAD","ACAD_Geog_SocSci",4663,32
"8106",5026255,"define",0,2018,"ACAD","ACAD_Geog_SocSci",7661,30
"8107",5026256,"define",0,2018,"ACAD","ACAD_Geog_SocSci",5138,62
"8108",5026257,"define",0,2018,"ACAD","ACAD_Geog_SocSci",12151,78
"8113",5026342,"define",0,2018,"ACAD","ACAD_Geog_SocSci",9744,27
"8115",5026344,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8164,9
"8121",5026525,"define",0,2018,"ACAD","ACAD_Geog_SocSci",7275,56
"8123",5026543,"define",0,2018,"ACAD","ACAD_Geog_SocSci",8774,63
"8125",5026573,"define",0,2018,"ACAD","ACAD_Geog_SocSci",9063,84
"8129",5025631,"define",0,2019,"ACAD","ACAD_Geog_SocSci",11691,94
"8130",5025661,"define",0,2019,"ACAD","ACAD_Geog_SocSci",2619,17
"8132",5025670,"define",0,2019,"ACAD","ACAD_Geog_SocSci",6785,50
"8133",5025671,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7099,67
"8134",5025682,"define",0,2019,"ACAD","ACAD_Geog_SocSci",6770,40
"8135",5025689,"define",0,2019,"ACAD","ACAD_Geog_SocSci",8370,44
"8137",5025702,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7846,64
"8139",5025722,"define",0,2019,"ACAD","ACAD_Geog_SocSci",14490,28
"8141",5025747,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7382,52
"8142",5025776,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7709,43
"8144",5025789,"define",0,2019,"ACAD","ACAD_Geog_SocSci",13391,3
"8146",5025800,"define",0,2019,"ACAD","ACAD_Geog_SocSci",13238,24
"8147",5025813,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7873,8
"8149",5025815,"define",0,2019,"ACAD","ACAD_Geog_SocSci",12659,69
"8151",5025818,"define",0,2019,"ACAD","ACAD_Geog_SocSci",9100,11
"8153",5025820,"define",0,2019,"ACAD","ACAD_Geog_SocSci",8726,49
"8155",5025822,"define",0,2019,"ACAD","ACAD_Geog_SocSci",8201,70
"8156",5025823,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7594,85
"8157",5026006,"define",0,2019,"ACAD","ACAD_Geog_SocSci",11536,42
"8158",5026008,"define",0,2019,"ACAD","ACAD_Geog_SocSci",9461,66
"8159",5026014,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7907,16
"8160",5026016,"define",0,2019,"ACAD","ACAD_Geog_SocSci",9553,2
"8162",5026106,"define",0,2019,"ACAD","ACAD_Geog_SocSci",9405,58
"8164",5026120,"define",0,2019,"ACAD","ACAD_Geog_SocSci",5633,61
"8166",5026140,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7226,38
"8169",5026173,"define",0,2019,"ACAD","ACAD_Geog_SocSci",4317,87
"8170",5026177,"define",0,2019,"ACAD","ACAD_Geog_SocSci",3184,47
"8171",5026185,"define",0,2019,"ACAD","ACAD_Geog_SocSci",2882,31
"8172",5026187,"define",0,2019,"ACAD","ACAD_Geog_SocSci",2161,22
"8175",5026216,"define",0,2019,"ACAD","ACAD_Geog_SocSci",9079,18
"8176",5026217,"define",0,2019,"ACAD","ACAD_Geog_SocSci",6502,96
"8178",5026219,"define",0,2019,"ACAD","ACAD_Geog_SocSci",8664,1
"8179",5026220,"define",0,2019,"ACAD","ACAD_Geog_SocSci",11112,54
"8180",5026221,"define",0,2019,"ACAD","ACAD_Geog_SocSci",8403,73
"8181",5026222,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7970,55
"8182",5026223,"define",0,2019,"ACAD","ACAD_Geog_SocSci",11672,68
"8183",5026224,"define",0,2019,"ACAD","ACAD_Geog_SocSci",8561,59
"8185",5026227,"define",0,2019,"ACAD","ACAD_Geog_SocSci",6514,34
"8188",5026230,"define",0,2019,"ACAD","ACAD_Geog_SocSci",9378,74
"8189",5026231,"define",0,2019,"ACAD","ACAD_Geog_SocSci",11198,75
"8191",5026233,"define",0,2019,"ACAD","ACAD_Geog_SocSci",7733,26
"8194",5026237,"define",0,2019,"ACAD","ACAD_Geog_SocSci",11104,57
"8196",5026250,"define",0,2019,"ACAD","ACAD_Geog_SocSci",4459,53
"8198",5026273,"define",0,2019,"ACAD","ACAD_Geog_SocSci",14154,90
"8203",5026310,"define",0,2019,"ACAD","ACAD_Geog_SocSci",10860,21
"8207",5026323,"define",0,2019,"ACAD","ACAD_Geog_SocSci",11034,46
"8208",5026329,"define",0,2019,"ACAD","ACAD_Geog_SocSci",12150,43
"8211",5026348,"define",0,2019,"ACAD","ACAD_Geog_SocSci",10826,78
"8212",5026350,"define",0,2019,"ACAD","ACAD_Geog_SocSci",10963,31
"8216",5026370,"define",0,2019,"ACAD","ACAD_Geog_SocSci",4478,9
"8217",5026372,"define",0,2019,"ACAD","ACAD_Geog_SocSci",3521,80
"8218",5026373,"define",0,2019,"ACAD","ACAD_Geog_SocSci",3891,41
"8219",5026374,"define",0,2019,"ACAD","ACAD_Geog_SocSci",737,52
"8220",5026375,"define",0,2019,"ACAD","ACAD_Geog_SocSci",945,64
"8221",5026376,"define",0,2019,"ACAD","ACAD_Geog_SocSci",744,56
"8222",5026377,"define",0,2019,"ACAD","ACAD_Geog_SocSci",847,14
"8223",5026379,"define",0,2019,"ACAD","ACAD_Geog_SocSci",3338,65
"8224",5026477,"define",0,2019,"ACAD","ACAD_Geog_SocSci",5388,92
"8225",5026493,"define",0,2019,"ACAD","ACAD_Geog_SocSci",4950,7
"8226",5026498,"define",0,2019,"ACAD","ACAD_Geog_SocSci",4557,75
"8227",5026505,"define",0,2019,"ACAD","ACAD_Geog_SocSci",2755,88
"8228",5026506,"define",0,2019,"ACAD","ACAD_Geog_SocSci",4625,29
"10508",5025816,"define",0,2018,"ACAD","ACAD_History",4340,20
"10509",5025827,"define",0,2018,"ACAD","ACAD_History",3712,42
"10510",5025838,"define",0,2018,"ACAD","ACAD_History",5002,55
"10511",5025847,"define",0,2018,"ACAD","ACAD_History",3176,30
"10512",5025850,"define",0,2018,"ACAD","ACAD_History",2923,4
"10513",5025860,"define",0,2018,"ACAD","ACAD_History",5113,64
"10514",5025871,"define",0,2018,"ACAD","ACAD_History",4597,88
"10516",5025934,"define",0,2018,"ACAD","ACAD_History",8675,58
"10520",5025938,"define",0,2018,"ACAD","ACAD_History",9645,13
"10521",5025939,"define",0,2018,"ACAD","ACAD_History",9151,94
"10524",5025942,"define",0,2018,"ACAD","ACAD_History",10451,18
"10525",5025944,"define",0,2018,"ACAD","ACAD_History",7093,38
"10529",5025948,"define",0,2018,"ACAD","ACAD_History",8344,60
"10530",5025949,"define",0,2018,"ACAD","ACAD_History",8728,11
"10532",5025975,"define",0,2018,"ACAD","ACAD_History",15841,67
"10533",5025999,"define",0,2018,"ACAD","ACAD_History",15589,2
"10536",5026426,"define",0,2018,"ACAD","ACAD_History",8010,17
"10537",5026454,"define",0,2018,"ACAD","ACAD_History",9945,84
"10538",5025629,"define",0,2019,"ACAD","ACAD_History",7043,62
"10539",5025648,"define",0,2019,"ACAD","ACAD_History",2887,27
"10540",5025804,"define",0,2019,"ACAD","ACAD_History",4271,100
"10541",5025805,"define",0,2019,"ACAD","ACAD_History",4715,33
"10543",5025894,"define",0,2019,"ACAD","ACAD_History",7689,53
"10544",5025905,"define",0,2019,"ACAD","ACAD_History",9612,41
"10545",5025916,"define",0,2019,"ACAD","ACAD_History",13523,15
"10546",5025926,"define",0,2019,"ACAD","ACAD_History",13068,5
"10547",5025927,"define",0,2019,"ACAD","ACAD_History",10649,52
"10549",5025929,"define",0,2019,"ACAD","ACAD_History",15723,89
"10550",5025930,"define",0,2019,"ACAD","ACAD_History",8819,79
"10551",5025931,"define",0,2019,"ACAD","ACAD_History",9672,54
"10552",5025932,"define",0,2019,"ACAD","ACAD_History",3638,63
"10553",5025933,"define",0,2019,"ACAD","ACAD_History",8646,21
"10554",5025943,"define",0,2019,"ACAD","ACAD_History",5407,34
"10555",5025951,"define",0,2019,"ACAD","ACAD_History",13763,6
"10557",5025990,"define",0,2019,"ACAD","ACAD_History",14674,19
"10558",5026009,"define",0,2019,"ACAD","ACAD_History",7279,87
"10559",5026092,"define",0,2019,"ACAD","ACAD_History",7430,26
"10560",5026202,"define",0,2019,"ACAD","ACAD_History",6933,56
"10561",5026203,"define",0,2019,"ACAD","ACAD_History",4081,81
"10563",5026205,"define",0,2019,"ACAD","ACAD_History",10975,31
"10566",5026208,"define",0,2019,"ACAD","ACAD_History",13287,69
"10567",5026209,"define",0,2019,"ACAD","ACAD_History",11677,61
"10569",5026211,"define",0,2019,"ACAD","ACAD_History",9888,44
"10572",5026214,"define",0,2019,"ACAD","ACAD_History",4326,39
"10574",5026225,"define",0,2019,"ACAD","ACAD_History",5312,72
"10575",5026236,"define",0,2019,"ACAD","ACAD_History",3710,32
"10576",5026247,"define",0,2019,"ACAD","ACAD_History",4653,57
"10577",5026328,"define",0,2019,"ACAD","ACAD_History",14305,9
"10578",5026351,"define",0,2019,"ACAD","ACAD_History",6871,82
"10579",5026499,"define",0,2019,"ACAD","ACAD_History",4184,59
"13628",5025863,"define",0,2018,"ACAD","ACAD_Humanities",13747,59
"13630",5025865,"define",0,2018,"ACAD","ACAD_Humanities",11664,76
"13632",5025867,"define",0,2018,"ACAD","ACAD_Humanities",12697,2
"13633",5025868,"define",0,2018,"ACAD","ACAD_Humanities",15039,22
"13634",5025869,"define",0,2018,"ACAD","ACAD_Humanities",14063,93
"13636",5025872,"define",0,2018,"ACAD","ACAD_Humanities",11236,4
"13639",5025891,"define",0,2018,"ACAD","ACAD_Humanities",11445,60
"13640",5025892,"define",0,2018,"ACAD","ACAD_Humanities",13467,86
"13646",5025899,"define",0,2018,"ACAD","ACAD_Humanities",15054,29
"13648",5025901,"define",0,2018,"ACAD","ACAD_Humanities",11524,28
"13651",5025983,"define",0,2018,"ACAD","ACAD_Humanities",13579,43
"13652",5025985,"define",0,2018,"ACAD","ACAD_Humanities",8419,95
"13654",5026152,"define",0,2018,"ACAD","ACAD_Humanities",7600,27
"13655",5026345,"define",0,2018,"ACAD","ACAD_Humanities",7296,49
"13656",5026422,"define",0,2018,"ACAD","ACAD_Humanities",9376,41
"13660",5025799,"define",0,2019,"ACAD","ACAD_Humanities",7671,44
"13661",5025851,"define",0,2019,"ACAD","ACAD_Humanities",15173,19
"13662",5025852,"define",0,2019,"ACAD","ACAD_Humanities",8742,64
"13663",5025853,"define",0,2019,"ACAD","ACAD_Humanities",11358,26
"13664",5025854,"define",0,2019,"ACAD","ACAD_Humanities",11650,55
"13667",5025857,"define",0,2019,"ACAD","ACAD_Humanities",12290,52
"13678",5025884,"define",0,2019,"ACAD","ACAD_Humanities",9979,18
